data,ano,mes,gestora,pos_brl_mil,pos_usd_mil,ptax,data_preco_b3,preco_itub4_brl,qtd_itub4,qtd_direta,qtd_cedida,qtd_obrig,valor_direta_mil,valor_cedida_mil,valor_obrig_mil,n_fundos_itub4,pl_mil,n_fundos_gestora,peso_itub4,delta_pos_brl_mil,delta_pos_usd_mil,delta_qtd_itub4
2019-05-31,2019,5,Constellation Asset Management,0,0,3.9407,2019-05-31,35,0,0,0,0,0,0,0,0,2326891.99,9,0,-1396.5891738841,-353.988080471473,-41282.5649980522
2019-06-28,2019,6,Constellation Asset Management,0,0,3.8322,2019-06-28,36.26,0,0,0,0,0,0,0,0,2574909.92,8,0,0,0,0
2019-07-31,2019,7,Constellation Asset Management,549.243587803433,145.885305799206,3.7649,2019-07-31,34.82,15773.7963183065,11448.6993437592,4325.09697454727,0,398.643711149696,150.599876653736,0,7,3012224.06,9,0.000182338224801057,549.243587803433,145.885305799206,15773.7963183065
2019-08-30,2019,8,Constellation Asset Management,0,0,4.1385,2019-08-30,33.94,0,0,0,0,0,0,0,0,3648897.68,9,0,-549.243587803433,-145.885305799206,-15773.7963183065
2019-09-30,2019,9,Constellation Asset Management,0,0,4.1644,2019-09-30,35.03,0,0,0,0,0,0,0,0,4147074.81,10,0,0,0,0
2019-10-31,2019,10,Constellation Asset Management,98.7184200748631,24.6543343260316,4.0041,2019-10-31,36.23,2724.77008211049,2121.2005559785,603.569526131995,0,76.851096143101,21.8673239317622,0,1,4628113.56,10,2.13301637470761e-05,98.7184200748631,24.6543343260316,2724.77008211049
2019-11-29,2019,11,Constellation Asset Management,0,0,4.224,2019-11-29,34.8,0,0,0,0,0,0,0,0,5575826.65,10,0,-98.7184200748631,-24.6543343260316,-2724.77008211049
2019-12-31,2019,12,Constellation Asset Management,71.3496232051767,17.7015464324253,4.0307,2019-12-30,37.1,1923.17043679722,1488.70484658019,434.465590217024,0,55.2309498081251,16.1186733970516,0,1,5582196.16,14,1.27816402648911e-05,71.3496232051767,17.7015464324253,1923.17043679722
2020-01-31,2020,1,Constellation Asset Management,0,0,4.2695,2020-01-31,32.82,0,0,0,0,0,0,0,0,7016335.81,15,0,-71.3496232051767,-17.7015464324253,-1923.17043679722
2020-02-28,2020,2,Constellation Asset Management,5087.29915996316,1130.83761085717,4.4987,2020-02-28,32,158978.098748849,139488.509868712,19489.5888801366,0,4463.63231579879,623.666844164371,0,15,8268596.59,16,0.000615255455335155,5087.29915996316,1130.83761085717,158978.098748849
2020-03-31,2020,3,Constellation Asset Management,230276.540237509,44295.0238016252,5.1987,2020-03-31,23.09,9972998.71102248,9970247.04082277,2751.67019971289,0,230213.004172598,63.5360649113705,0,16,5942768.66,16,0.0387490332220856,225189.241077546,43164.1861907681,9814020.61227363
2020-04-30,2020,4,Constellation Asset Management,0,0,5.427,2020-04-30,22.77,0,0,0,0,0,0,0,0,6944491.18,17,0,-230276.540237509,-44295.0238016252,-9972998.71102248
2020-05-29,2020,5,Constellation Asset Management,0,0,5.4263,2020-05-29,23.04,0,0,0,0,0,0,0,0,7907078.37,19,0,0,0,0
2020-06-30,2020,6,Constellation Asset Management,38.9003378765942,7.10378704831888,5.476,2020-06-30,25.45,1528.50050595655,1420.07326553922,108.427240417336,0,36.140864607973,2.75947326862119,0,1,9314341.76,21,4.17639151310186e-06,38.9003378765942,7.10378704831888,1528.50050595655
2020-07-31,2020,7,Constellation Asset Management,896.689612461018,172.330946218941,5.2033,2020-07-31,26.89,33346.5828360364,26619.4590512699,6727.1237847665,0,715.797253888646,180.892358572371,0,21,10982159.23,22,8.16496641217446e-05,857.789274584423,165.227159170623,31818.0823300798
2020-08-31,2020,8,Constellation Asset Management,342.180591501565,62.541003326735,5.4713,2020-08-31,23.55,14529.9614225718,11189.7025806078,3340.25884196395,0,263.517495773314,78.6630957282511,0,22,11483723.91,24,2.97970061091067e-05,-554.509020959453,-109.789942892206,-18816.6214134646
2020-09-30,2020,9,Constellation Asset Management,4428.69722963574,785.132559724102,5.6407,2020-09-30,22.5,196830.987983811,153168.841430795,43662.1465530155,0,3446.29893219289,982.398297442849,0,23,11923797.95,24,0.000371416661721926,4086.51663813418,722.591556397367,182301.026561239
2020-10-30,2020,10,Constellation Asset Management,25.8450179618761,4.47780899578573,5.7718,2020-10-30,23.48,1100.72478542913,890.847083917563,209.877701511571,0,20.9170895303844,4.92792843149169,0,1,12216668.83,26,2.11555361952756e-06,-4402.85221167387,-780.654750728316,-195730.263198382
2020-11-30,2020,11,Constellation Asset Management,0,0,5.3317,2020-11-30,28.56,0,0,0,0,0,0,0,0,13458890.51,28,0,-25.8450179618761,-4.47780899578573,-1100.72478542913
2020-12-31,2020,12,Constellation Asset Management,0,0,5.1967,2020-12-30,31.63,0,0,0,0,0,0,0,0,14194519.51,28,0,0,0,0
